FMC_pin    FMC_port      Schematic_name     System_top_name     IOSTANDARD Termination
C19        LA14_N        RX2_ENABLE         adrv9026_rx2_enable LVCMOS18   #N/A
D24        LA23_N        RX3_ENABLE         adrv9026_rx3_enable LVCMOS18   #N/A
D23        LA23_P        RX4_ENABLE         adrv9026_rx4_enable LVCMOS18   #N/A

D17        LA13_P        TX1_ENABLE         adrv9026_tx1_enable LVCMOS18   #N/A
C18        LA14_P        TX2_ENABLE         adrv9026_tx2_enable LVCMOS18   #N/A
D27        LA26_N        TX3_ENABLE         adrv9026_tx3_enable LVCMOS18   #N/A
C14        LA10_P        TX4_ENABLE         adrv9026_tx4_enable LVCMOS18   #N/A

H11        LA04_N        GPINT1             adrv9026_gpint1     LVCMOS18   #N/A
H31        LA28_P        GPINT2             adrv9026_gpint2     LVCMOS18   #N/A
H10        LA04_P        RESETB             adrv9026_reset_b    LVCMOS18   #N/A

H19        LA15_P        GPIO_0             adrv9026_gpio_00    LVCMOS18   #N/A
H20        LA15_N        GPIO_1             adrv9026_gpio_01    LVCMOS18   #N/A
G18        LA16_P        GPIO_2             adrv9026_gpio_02    LVCMOS18   #N/A
G19        LA16_N        GPIO_3             adrv9026_gpio_03    LVCMOS18   #N/A
H25        LA21_P        GPIO_4             adrv9026_gpio_04    LVCMOS18   #N/A
H26        LA21_N        GPIO_5             adrv9026_gpio_05    LVCMOS18   #N/A
C22        LA18_CC_P     GPIO_6             adrv9026_gpio_06    LVCMOS18   #N/A
C23        LA18_CC_N     GPIO_7             adrv9026_gpio_07    LVCMOS18   #N/A
G25        LA22_N        GPIO_8             adrv9026_gpio_08    LVCMOS18   #N/A
H22        LA19_P        GPIO_9             adrv9026_gpio_09    LVCMOS18   #N/A
H23        LA19_N        GPIO_10            adrv9026_gpio_10    LVCMOS18   #N/A
G21        LA20_P        GPIO_11            adrv9026_gpio_11    LVCMOS18   #N/A
G22        LA20_N        GPIO_12            adrv9026_gpio_12    LVCMOS18   #N/A
G31        LA29_N        GPIO_13            adrv9026_gpio_13    LVCMOS18   #N/A
G30        LA29_P        GPIO_14            adrv9026_gpio_14    LVCMOS18   #N/A
G24        LA22_P        GPIO_15_FMC        adrv9026_gpio_15    LVCMOS18   #N/A
G16        LA12_N        GPIO_16            adrv9026_gpio_16    LVCMOS18   #N/A
G15        LA12_P        GPIO_17            adrv9026_gpio_17    LVCMOS18   #N/A
D12        LA05_N        GPIO_18            adrv9026_gpio_18    LVCMOS18   #N/A

D14        LA09_P        SPI_CS0            spi_csn_adrv9026    LVCMOS18   #N/A
D15        LA09_N        SPI_CS1            spi_csn_ad9528      LVCMOS18   #N/A
H13        LA07_P        SPI_CLK            spi_clk             LVCMOS18   #N/A
G12        LA08_P        SPI_DOUT           spi_miso            LVCMOS18   #N/A
H14        LA07_N        SPI_DIN            spi_mosi            LVCMOS18   #N/A
