FMC_pin    FMC_port      Schematic_name   System_top_name  IOSTANDARD Termination
F4         HA00_CC_P     #                #                #          #
F5         HA00_CC_N     #                #                #          #
F7         HA04_P        #                #                #          #
F8         HA04_N        #                #                #          #
F10        HA08_P        #                #                #          #
F11        HA08_N        #                #                #          #
F13        HA12_P        #                #                #          #
F14        HA12_N        #                #                #          #
F16        HA15_P        #                #                #          #
F17        HA15_N        #                #                #          #
F19        HA19_P        #                #                #          #
F20        HA19_N        #                #                #          #
F22        HB02_P        #                #                #          #
F23        HB02_N        #                #                #          #
F25        HB04_P        #                #                #          #
F26        HB04_N        #                #                #          #
F28        HB08_P        #                #                #          #
F29        HB08_N        #                #                #          #
F31        HB12_P        #                #                #          #
F32        HB12_N        #                #                #          #
F34        HB16_P        #                #                #          #
F35        HB16_N        #                #                #          #
F37        HB20_P        #                #                #          #
F38        HB20_N        #                #                #          #
G2         CLK1_M2C_P    #                #                #          #
G3         CLK1_M2C_N    #                #                #          #
G6         LA00_CC_P     #                #                #          #
G7         LA00_CC_N     #                #                #          #
G9         LA03_P        #                #                #          #
G10        LA03_N        #                #                #          #
G12        LA08_P        #                #                #          #
G13        LA08_N        #                #                #          #
G15        LA12_P        #                #                #          #
G16        LA12_N        #                #                #          #
G18        LA16_P        #                #                #          #
G19        LA16_N        #                #                #          #
G21        LA20_P        #                #                #          #
G22        LA20_N        #                #                #          #
G24        LA22_P        #                #                #          #
G25        LA22_N        #                #                #          #
G27        LA25_P        #                #                #          #
G28        LA25_N        #                #                #          #
G30        LA29_P        #                #                #          #
G31        LA29_N        #                #                #          #
G33        LA31_P        #                #                #          #
G34        LA31_N        #                #                #          #
G36        LA33_P        #                #                #          #
G37        LA33_N        #                #                #          #
H2         PRSNT_M2C_L   #                #                #          #
H4         CLK0_M2C_P    #                #                #          #
H5         CLK0_M2C_N    #                #                #          #
H7         LA02_P        #                #                #          #
H8         LA02_N        #                #                #          #
H10        LA04_P        #                #                #          #
H11        LA04_N        #                #                #          #
H13        LA07_P        #                #                #          #
H14        LA07_N        #                #                #          #
H16        LA11_P        #                #                #          #
H17        LA11_N        #                #                #          #
H19        LA15_P        #                #                #          #
H20        LA15_N        #                #                #          #
H22        LA19_P        #                #                #          #
H23        LA19_N        #                #                #          #
H25        LA21_P        #                #                #          #
H26        LA21_N        #                #                #          #
H28        LA24_P        #                #                #          #
H29        LA24_N        #                #                #          #
H31        LA28_P        #                #                #          #
H32        LA28_N        #                #                #          #
H34        LA30_P        #                #                #          #
H35        LA30_N        #                #                #          #
H37        LA32_P        #                #                #          #
H38        LA32_N        #                #                #          #
J2         CLK3_IO_P     #                #                #          #
J3         CLK3_IO_N     #                #                #          #
J6         HA03_P        #                #                #          #
J7         HA03_N        #                #                #          #
J9         HA07_P        #                #                #          #
J10        HA07_N        #                #                #          #
J12        HA11_P        #                #                #          #
J13        HA11_N        #                #                #          #
J15        HA14_P        #                #                #          #
J16        HA14_N        #                #                #          #
J18        HA18_P        #                #                #          #
J19        HA18_N        #                #                #          #
J21        HA22_P        #                #                #          #
J22        HA22_N        #                #                #          #
J24        HB01_P        #                #                #          #
J25        HB01_N        #                #                #          #
J27        HB07_P        #                #                #          #
J28        HB07_N        #                #                #          #
J30        HB11_P        #                #                #          #
J31        HB11_N        #                #                #          #
J33        HB15_P        #                #                #          #
J34        HB15_N        #                #                #          #
J36        HB18_P        #                #                #          #
J37        HB18_N        #                #                #          #
K4         CLK2_IO_P     #                #                #          #
K5         CLK2_IO_N     #                #                #          #
K7         HA02_P        #                #                #          #
K8         HA02_N        #                #                #          #
K10        HA06_P        #                #                #          #
K11        HA06_N        #                #                #          #
K13        HA10_P        #                #                #          #
K14        HA10_N        #                #                #          #
K16        HA17_CC_P     #                #                #          #
K17        HA17_CC_N     #                #                #          #
K19        HA21_P        #                #                #          #
K20        HA21_N        #                #                #          #
K22        HA23_P        #                #                #          #
K23        HA23_N        #                #                #          #
K25        HB00_CC_P     #                #                #          #
K26        HB00_CC_N     #                #                #          #
K28        HB06_CC_P     #                #                #          #
K29        HB06_CC_N     #                #                #          #
K31        HB10_P        #                #                #          #
K32        HB10_N        #                #                #          #
K34        HB14_P        #                #                #          #
K35        HB14_N        #                #                #          #
K37        HB17_CC_P     #                #                #          #
K38        HB17_CC_N     #                #                #          #
